"Plot Title: Depth_870_HighSGD"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810870, SEN S/N: 20810870)","Temp, °C (LGR S/N: 20810870, SEN S/N: 20810870)","Water Level, meters (LGR S/N: 20810870)"
78,03/02/23 03:10:00 PM,108.431,30.862,0.672
79,03/02/23 03:15:00 PM,108.323,30.862,0.661
80,03/02/23 03:20:00 PM,108.268,30.862,0.656
81,03/02/23 03:25:00 PM,107.799,30.862,0.609
82,03/02/23 03:30:00 PM,107.997,30.862,0.629
83,03/02/23 03:35:00 PM,108.034,30.862,0.633
84,03/02/23 03:40:00 PM,108.052,30.862,0.634
85,03/02/23 03:45:00 PM,107.997,30.862,0.629
86,03/02/23 03:50:00 PM,107.835,30.862,0.613
87,03/02/23 03:55:00 PM,107.690,30.862,0.598
88,03/02/23 04:00:00 PM,107.835,30.862,0.613
89,03/02/23 04:05:00 PM,107.708,30.862,0.600
90,03/02/23 04:10:00 PM,107.474,30.862,0.577
91,03/02/23 04:15:00 PM,107.456,30.862,0.575
92,03/02/23 04:20:00 PM,107.781,30.862,0.607
93,03/02/23 04:25:00 PM,107.149,30.862,0.545
94,03/02/23 04:30:00 PM,107.564,30.862,0.586
95,03/02/23 04:35:00 PM,107.383,30.862,0.568
96,03/02/23 04:40:00 PM,107.582,30.862,0.588
97,03/02/23 04:45:00 PM,107.672,30.862,0.597
98,03/02/23 04:50:00 PM,107.474,30.862,0.577
99,03/02/23 04:55:00 PM,107.636,30.862,0.593
100,03/02/23 05:00:00 PM,107.453,30.760,0.575
101,03/02/23 05:05:00 PM,107.380,30.760,0.568
102,03/02/23 05:10:00 PM,107.416,30.760,0.571
103,03/02/23 05:15:00 PM,107.200,30.760,0.550
104,03/02/23 05:20:00 PM,107.507,30.760,0.580
105,03/02/23 05:25:00 PM,107.615,30.760,0.591
106,03/02/23 05:30:00 PM,107.254,30.760,0.555
107,03/02/23 05:35:00 PM,107.251,30.659,0.555
108,03/02/23 05:40:00 PM,107.558,30.659,0.585
109,03/02/23 05:45:00 PM,107.540,30.659,0.583
110,03/02/23 05:50:00 PM,107.359,30.659,0.565
111,03/02/23 05:55:00 PM,107.485,30.659,0.578
112,03/02/23 06:00:00 PM,107.554,30.558,0.585
113,03/02/23 06:05:00 PM,107.464,30.558,0.576
114,03/02/23 06:10:00 PM,107.230,30.558,0.553
115,03/02/23 06:15:00 PM,107.536,30.558,0.583
116,03/02/23 06:20:00 PM,107.136,30.457,0.543
117,03/02/23 06:25:00 PM,107.353,30.457,0.565
118,03/02/23 06:30:00 PM,107.443,30.457,0.574
119,03/02/23 06:35:00 PM,107.244,30.457,0.554
120,03/02/23 06:40:00 PM,107.350,30.356,0.565
121,03/02/23 06:45:00 PM,107.350,30.356,0.565
122,03/02/23 06:50:00 PM,107.368,30.356,0.566
123,03/02/23 06:55:00 PM,107.386,30.356,0.568
124,03/02/23 07:00:00 PM,107.476,30.356,0.577
125,03/02/23 07:05:00 PM,107.599,30.255,0.589
126,03/02/23 07:10:00 PM,107.437,30.255,0.573
127,03/02/23 07:15:00 PM,107.401,30.255,0.570
128,03/02/23 07:20:00 PM,107.635,30.255,0.593
129,03/02/23 07:25:00 PM,107.491,30.255,0.579
130,03/02/23 07:30:00 PM,107.704,30.154,0.600
131,03/02/23 07:35:00 PM,107.668,30.154,0.596
132,03/02/23 07:40:00 PM,107.415,30.154,0.571
133,03/02/23 07:45:00 PM,107.975,30.154,0.627
134,03/02/23 07:50:00 PM,107.722,30.154,0.602
135,03/02/23 07:55:00 PM,108.026,30.054,0.632
136,03/02/23 08:00:00 PM,107.701,30.054,0.599
137,03/02/23 08:05:00 PM,107.882,30.054,0.618
138,03/02/23 08:10:00 PM,107.791,30.054,0.608
139,03/02/23 08:15:00 PM,107.900,30.054,0.619
140,03/02/23 08:20:00 PM,107.936,30.054,0.623
141,03/02/23 08:25:00 PM,108.062,30.054,0.635
142,03/02/23 08:30:00 PM,107.987,29.953,0.628
143,03/02/23 08:35:00 PM,108.276,29.953,0.657
144,03/02/23 08:40:00 PM,108.420,29.953,0.671
145,03/02/23 08:45:00 PM,108.095,29.953,0.639
146,03/02/23 08:50:00 PM,107.806,29.953,0.610
147,03/02/23 08:55:00 PM,108.420,29.953,0.671
148,03/02/23 09:00:00 PM,108.164,29.853,0.646
149,03/02/23 09:05:00 PM,108.038,29.853,0.633
150,03/02/23 09:10:00 PM,108.291,29.853,0.658
151,03/02/23 09:15:00 PM,108.218,29.853,0.651
152,03/02/23 09:20:00 PM,109.068,29.853,0.735
153,03/02/23 09:25:00 PM,108.309,29.853,0.660
154,03/02/23 09:30:00 PM,108.450,29.752,0.674
155,03/02/23 09:35:00 PM,108.613,29.752,0.690
156,03/02/23 09:40:00 PM,108.667,29.752,0.696
157,03/02/23 09:45:00 PM,108.703,29.752,0.699
158,03/02/23 09:50:00 PM,108.558,29.752,0.685
159,03/02/23 09:55:00 PM,108.558,29.752,0.685
160,03/02/23 10:00:00 PM,108.537,29.652,0.683
161,03/02/23 10:05:00 PM,108.700,29.652,0.699
162,03/02/23 10:10:00 PM,108.447,29.652,0.674
163,03/02/23 10:15:00 PM,108.664,29.652,0.695
164,03/02/23 10:20:00 PM,108.898,29.652,0.719
165,03/02/23 10:25:00 PM,108.989,29.652,0.728
166,03/02/23 10:30:00 PM,108.859,29.552,0.715
167,03/02/23 10:35:00 PM,109.004,29.552,0.729
168,03/02/23 10:40:00 PM,109.221,29.552,0.751
169,03/02/23 10:45:00 PM,108.949,29.552,0.724
170,03/02/23 10:50:00 PM,108.949,29.552,0.724
171,03/02/23 10:55:00 PM,109.127,29.452,0.741
172,03/02/23 11:00:00 PM,109.181,29.452,0.747
173,03/02/23 11:05:00 PM,109.145,29.452,0.743
174,03/02/23 11:10:00 PM,109.254,29.452,0.754
175,03/02/23 11:15:00 PM,109.073,29.452,0.736
176,03/02/23 11:20:00 PM,109.235,29.452,0.752
177,03/02/23 11:25:00 PM,109.286,29.352,0.757
178,03/02/23 11:30:00 PM,108.817,29.352,0.711
179,03/02/23 11:35:00 PM,109.088,29.352,0.737
180,03/02/23 11:40:00 PM,109.033,29.352,0.732
181,03/02/23 11:45:00 PM,108.780,29.352,0.707
182,03/02/23 11:50:00 PM,109.485,29.352,0.777
183,03/02/23 11:55:00 PM,109.395,29.352,0.768
184,03/03/23 12:00:00 AM,109.121,29.252,0.741
185,03/03/23 12:05:00 AM,108.850,29.252,0.714
186,03/03/23 12:10:00 AM,109.247,29.252,0.753
187,03/03/23 12:15:00 AM,109.211,29.252,0.750
188,03/03/23 12:20:00 AM,109.193,29.252,0.748
189,03/03/23 12:25:00 AM,108.904,29.252,0.719
190,03/03/23 12:30:00 AM,109.410,29.252,0.770
191,03/03/23 12:35:00 AM,109.081,29.152,0.737
192,03/03/23 12:40:00 AM,108.937,29.152,0.722
193,03/03/23 12:45:00 AM,108.901,29.152,0.719
194,03/03/23 12:50:00 AM,108.846,29.152,0.713
195,03/03/23 12:55:00 AM,108.720,29.152,0.701
196,03/03/23 01:00:00 AM,108.735,29.053,0.702
197,03/03/23 01:05:00 AM,108.861,29.053,0.715
198,03/03/23 01:10:00 AM,108.807,29.053,0.710
199,03/03/23 01:15:00 AM,108.915,29.053,0.720
200,03/03/23 01:20:00 AM,108.807,29.053,0.710
201,03/03/23 01:25:00 AM,108.677,28.953,0.697
202,03/03/23 01:30:00 AM,108.551,28.953,0.684
203,03/03/23 01:35:00 AM,108.569,28.953,0.686
204,03/03/23 01:40:00 AM,108.298,28.953,0.659
205,03/03/23 01:45:00 AM,108.548,28.853,0.684
206,03/03/23 01:50:00 AM,108.458,28.853,0.675
207,03/03/23 01:55:00 AM,108.476,28.853,0.677
208,03/03/23 02:00:00 AM,108.421,28.853,0.671
209,03/03/23 02:05:00 AM,108.151,28.853,0.644
210,03/03/23 02:10:00 AM,108.075,28.754,0.637
211,03/03/23 02:15:00 AM,108.220,28.754,0.651
212,03/03/23 02:20:00 AM,108.057,28.754,0.635
213,03/03/23 02:25:00 AM,108.165,28.754,0.646
214,03/03/23 02:30:00 AM,108.111,28.754,0.640
215,03/03/23 02:35:00 AM,108.217,28.655,0.651
216,03/03/23 02:40:00 AM,107.837,28.655,0.613
217,03/03/23 02:45:00 AM,107.910,28.655,0.620
218,03/03/23 02:50:00 AM,107.690,28.555,0.598
219,03/03/23 02:55:00 AM,107.636,28.555,0.593
220,03/03/23 03:00:00 AM,107.726,28.555,0.602
221,03/03/23 03:05:00 AM,107.651,28.456,0.595
222,03/03/23 03:10:00 AM,107.506,28.456,0.580
223,03/03/23 03:15:00 AM,107.362,28.456,0.566
224,03/03/23 03:20:00 AM,107.398,28.456,0.569
225,03/03/23 03:25:00 AM,107.398,28.456,0.569
226,03/03/23 03:30:00 AM,107.488,28.456,0.578
227,03/03/23 03:35:00 AM,107.470,28.456,0.577
228,03/03/23 03:40:00 AM,107.272,28.456,0.557
229,03/03/23 03:45:00 AM,107.055,28.456,0.535
230,03/03/23 03:50:00 AM,107.416,28.456,0.571
231,03/03/23 03:55:00 AM,107.272,28.456,0.557
232,03/03/23 04:00:00 AM,107.091,28.456,0.539
233,03/03/23 04:05:00 AM,106.965,28.456,0.526
234,03/03/23 04:10:00 AM,106.947,28.456,0.524
235,03/03/23 04:15:00 AM,106.821,28.456,0.512
236,03/03/23 04:20:00 AM,106.929,28.456,0.523
237,03/03/23 04:25:00 AM,106.857,28.456,0.516
238,03/03/23 04:30:00 AM,106.731,28.456,0.503
239,03/03/23 04:35:00 AM,106.929,28.456,0.523
240,03/03/23 04:40:00 AM,106.785,28.456,0.508
241,03/03/23 04:45:00 AM,106.674,28.357,0.497
242,03/03/23 04:50:00 AM,106.836,28.357,0.513
243,03/03/23 04:55:00 AM,106.908,28.357,0.521
244,03/03/23 05:00:00 AM,106.890,28.357,0.519
245,03/03/23 05:05:00 AM,106.601,28.357,0.490
246,03/03/23 05:10:00 AM,106.728,28.357,0.503
247,03/03/23 05:15:00 AM,106.782,28.357,0.508
248,03/03/23 05:20:00 AM,106.872,28.357,0.517
249,03/03/23 05:25:00 AM,106.565,28.357,0.486
250,03/03/23 05:30:00 AM,106.583,28.357,0.488
251,03/03/23 05:35:00 AM,106.421,28.357,0.472
252,03/03/23 05:40:00 AM,106.652,28.258,0.495
253,03/03/23 05:45:00 AM,106.743,28.258,0.504
254,03/03/23 05:50:00 AM,106.779,28.258,0.508
255,03/03/23 05:55:00 AM,106.851,28.258,0.515
256,03/03/23 06:00:00 AM,106.490,28.258,0.479
257,03/03/23 06:05:00 AM,106.598,28.258,0.490
258,03/03/23 06:10:00 AM,106.851,28.258,0.515
259,03/03/23 06:15:00 AM,106.833,28.258,0.513
260,03/03/23 06:20:00 AM,106.707,28.258,0.501
261,03/03/23 06:25:00 AM,106.977,28.258,0.527
262,03/03/23 06:30:00 AM,106.725,28.258,0.502
263,03/03/23 06:35:00 AM,106.634,28.258,0.493
264,03/03/23 06:40:00 AM,106.797,28.258,0.510
265,03/03/23 06:45:00 AM,106.869,28.258,0.517
266,03/03/23 06:50:00 AM,106.688,28.258,0.499
267,03/03/23 06:55:00 AM,106.887,28.258,0.519
268,03/03/23 07:00:00 AM,106.962,28.357,0.526
269,03/03/23 07:05:00 AM,106.854,28.357,0.515
270,03/03/23 07:10:00 AM,106.998,28.357,0.530
271,03/03/23 07:15:00 AM,107.233,28.357,0.553
272,03/03/23 07:20:00 AM,107.106,28.357,0.540
273,03/03/23 07:25:00 AM,107.088,28.357,0.539
274,03/03/23 07:30:00 AM,107.182,28.456,0.548
275,03/03/23 07:35:00 AM,107.254,28.456,0.555
276,03/03/23 07:40:00 AM,107.146,28.456,0.544
277,03/03/23 07:45:00 AM,107.095,28.555,0.539
278,03/03/23 07:50:00 AM,107.455,28.555,0.575
279,03/03/23 07:55:00 AM,107.582,28.555,0.588
280,03/03/23 08:00:00 AM,107.242,28.655,0.554
281,03/03/23 08:05:00 AM,107.404,28.655,0.570
282,03/03/23 08:10:00 AM,107.603,28.655,0.590
283,03/03/23 08:15:00 AM,107.567,28.655,0.586
284,03/03/23 08:20:00 AM,107.567,28.655,0.586
285,03/03/23 08:25:00 AM,107.588,28.754,0.588
286,03/03/23 08:30:00 AM,107.570,28.754,0.586
287,03/03/23 08:35:00 AM,107.552,28.754,0.585
288,03/03/23 08:40:00 AM,107.913,28.754,0.621
289,03/03/23 08:45:00 AM,107.750,28.754,0.604
290,03/03/23 08:50:00 AM,108.075,28.754,0.637
291,03/03/23 08:55:00 AM,107.823,28.754,0.612
292,03/03/23 09:00:00 AM,107.877,28.754,0.617
293,03/03/23 09:05:00 AM,107.913,28.754,0.621
294,03/03/23 09:10:00 AM,107.931,28.754,0.622
295,03/03/23 09:15:00 AM,107.988,28.853,0.628
296,03/03/23 09:20:00 AM,107.988,28.853,0.628
297,03/03/23 09:25:00 AM,108.096,28.853,0.639
298,03/03/23 09:30:00 AM,108.133,28.853,0.642
299,03/03/23 09:35:00 AM,108.165,28.754,0.646
300,03/03/23 09:40:00 AM,108.274,28.754,0.656
301,03/03/23 09:45:00 AM,108.346,28.754,0.664
302,03/03/23 09:50:00 AM,108.129,28.754,0.642
303,03/03/23 09:55:00 AM,108.328,28.754,0.662
304,03/03/23 10:00:00 AM,108.205,28.853,0.650
305,03/03/23 10:05:00 AM,108.133,28.853,0.642
306,03/03/23 10:10:00 AM,108.512,28.853,0.680
307,03/03/23 10:15:00 AM,108.352,28.953,0.664
308,03/03/23 10:20:00 AM,108.334,28.953,0.662
309,03/03/23 10:25:00 AM,108.645,29.053,0.693
310,03/03/23 10:30:00 AM,108.518,29.053,0.681
311,03/03/23 10:35:00 AM,108.413,29.152,0.670
312,03/03/23 10:40:00 AM,108.446,29.053,0.674
313,03/03/23 10:45:00 AM,108.702,29.152,0.699
314,03/03/23 10:50:00 AM,108.521,29.152,0.681
315,03/03/23 10:55:00 AM,108.612,29.152,0.690
316,03/03/23 11:00:00 AM,108.687,29.252,0.698
317,03/03/23 11:05:00 AM,108.777,29.252,0.707
318,03/03/23 11:10:00 AM,108.654,29.352,0.694
319,03/03/23 11:15:00 AM,108.600,29.352,0.689
320,03/03/23 11:20:00 AM,108.943,29.352,0.723
321,03/03/23 11:25:00 AM,108.675,29.452,0.696
322,03/03/23 11:30:00 AM,108.729,29.452,0.702
323,03/03/23 11:35:00 AM,108.729,29.452,0.702
324,03/03/23 11:40:00 AM,108.823,29.552,0.711
325,03/03/23 11:45:00 AM,108.693,29.452,0.698
326,03/03/23 11:50:00 AM,108.784,29.452,0.707
327,03/03/23 11:55:00 AM,108.946,29.452,0.723
328,03/03/23 12:00:00 PM,109.308,29.452,0.759
329,03/03/23 12:05:00 PM,109.001,29.452,0.729
330,03/03/23 12:10:00 PM,108.693,29.452,0.698
331,03/03/23 12:15:00 PM,108.874,29.452,0.716
332,03/03/23 12:20:00 PM,108.657,29.452,0.695
333,03/03/23 12:25:00 PM,108.693,29.452,0.698
334,03/03/23 12:30:00 PM,108.784,29.452,0.707
335,03/03/23 12:35:00 PM,109.196,29.352,0.748
336,03/03/23 12:40:00 PM,108.835,29.352,0.712
337,03/03/23 12:45:00 PM,108.618,29.352,0.691
338,03/03/23 12:50:00 PM,108.853,29.352,0.714
339,03/03/23 12:55:00 PM,108.856,29.452,0.714
340,03/03/23 01:00:00 PM,108.729,29.452,0.702
341,03/03/23 01:05:00 PM,108.711,29.452,0.700
342,03/03/23 01:10:00 PM,108.946,29.452,0.723
343,03/03/23 01:15:00 PM,109.091,29.452,0.738
344,03/03/23 01:20:00 PM,109.058,29.552,0.734
345,03/03/23 01:25:00 PM,108.877,29.552,0.716
346,03/03/23 01:30:00 PM,108.736,29.652,0.702
347,03/03/23 01:35:00 PM,108.468,29.752,0.676
348,03/03/23 01:40:00 PM,108.540,29.752,0.683
349,03/03/23 01:45:00 PM,108.775,29.752,0.706
350,03/03/23 01:50:00 PM,108.348,29.953,0.664
351,03/03/23 01:55:00 PM,108.330,29.953,0.662
352,03/03/23 02:00:00 PM,108.369,30.054,0.666
353,03/03/23 02:05:00 PM,108.134,30.054,0.643
354,03/03/23 02:10:00 PM,108.261,30.054,0.655
355,03/03/23 02:15:00 PM,108.535,30.154,0.682
356,03/03/23 02:20:00 PM,108.261,30.054,0.655
357,03/03/23 02:25:00 PM,108.171,30.054,0.646
358,03/03/23 02:30:00 PM,107.918,30.054,0.621
359,03/03/23 02:35:00 PM,107.936,30.054,0.623
360,03/03/23 02:40:00 PM,107.954,30.054,0.625
361,03/03/23 02:45:00 PM,107.827,30.054,0.612
362,03/03/23 02:50:00 PM,107.719,30.054,0.601
363,03/03/23 02:55:00 PM,107.867,30.154,0.616
364,03/03/23 03:00:00 PM,107.921,30.154,0.621
365,03/03/23 03:05:00 PM,107.653,30.255,0.595
366,03/03/23 03:10:00 PM,107.906,30.255,0.620
367,03/03/23 03:15:00 PM,107.888,30.255,0.618
368,03/03/23 03:20:00 PM,107.527,30.255,0.582
369,03/03/23 03:25:00 PM,107.404,30.356,0.570
370,03/03/23 03:30:00 PM,107.350,30.356,0.565
371,03/03/23 03:35:00 PM,107.350,30.356,0.565
372,03/03/23 03:40:00 PM,107.386,30.356,0.568
373,03/03/23 03:45:00 PM,107.458,30.356,0.575
374,03/03/23 03:50:00 PM,107.259,30.356,0.556
375,03/03/23 03:55:00 PM,107.043,30.356,0.534
376,03/03/23 04:00:00 PM,107.313,30.356,0.561
377,03/03/23 04:05:00 PM,106.989,30.356,0.529
378,03/03/23 04:10:00 PM,107.025,30.356,0.532
379,03/03/23 04:15:00 PM,106.865,30.457,0.516
380,03/03/23 04:20:00 PM,106.974,30.457,0.527
381,03/03/23 04:25:00 PM,106.847,30.457,0.515
382,03/03/23 04:30:00 PM,106.685,30.457,0.498
383,03/03/23 04:35:00 PM,106.884,30.457,0.518
384,03/03/23 04:40:00 PM,106.703,30.457,0.500
385,03/03/23 04:45:00 PM,106.577,30.457,0.488
386,03/03/23 04:50:00 PM,106.487,30.457,0.479
387,03/03/23 04:55:00 PM,106.649,30.457,0.495
388,03/03/23 05:00:00 PM,106.556,30.356,0.486
389,03/03/23 05:05:00 PM,106.429,30.356,0.473
390,03/03/23 05:10:00 PM,106.447,30.356,0.475
391,03/03/23 05:15:00 PM,106.411,30.356,0.471
392,03/03/23 05:20:00 PM,106.213,30.356,0.451
393,03/03/23 05:25:00 PM,106.390,30.255,0.469
394,03/03/23 05:30:00 PM,106.462,30.255,0.476
395,03/03/23 05:35:00 PM,106.390,30.255,0.469
396,03/03/23 05:40:00 PM,106.423,30.154,0.472
397,03/03/23 05:45:00 PM,106.222,30.054,0.452
398,03/03/23 05:50:00 PM,106.399,29.953,0.470
399,03/03/23 05:55:00 PM,106.287,29.853,0.459
400,03/03/23 06:00:00 PM,106.396,29.853,0.470
401,03/03/23 06:05:00 PM,106.360,29.853,0.466
402,03/03/23 06:10:00 PM,106.309,29.953,0.461
403,03/03/23 06:15:00 PM,106.525,29.953,0.482
404,03/03/23 06:20:00 PM,106.507,29.953,0.481
405,03/03/23 06:25:00 PM,106.468,29.853,0.477
406,03/03/23 06:30:00 PM,106.468,29.853,0.477
407,03/03/23 06:35:00 PM,106.702,29.853,0.500
408,03/03/23 06:40:00 PM,106.360,29.853,0.466
409,03/03/23 06:45:00 PM,106.378,29.853,0.468
410,03/03/23 06:50:00 PM,106.576,29.853,0.488
411,03/03/23 06:55:00 PM,106.847,29.853,0.515
412,03/03/23 07:00:00 PM,106.573,29.752,0.487
413,03/03/23 07:05:00 PM,106.753,29.752,0.505
414,03/03/23 07:10:00 PM,106.591,29.752,0.489
415,03/03/23 07:15:00 PM,106.537,29.752,0.484
416,03/03/23 07:20:00 PM,106.627,29.752,0.493
417,03/03/23 07:25:00 PM,106.807,29.752,0.511
418,03/03/23 07:30:00 PM,106.768,29.652,0.507
419,03/03/23 07:35:00 PM,106.967,29.652,0.526
420,03/03/23 07:40:00 PM,106.912,29.652,0.521
421,03/03/23 07:45:00 PM,106.894,29.652,0.519
422,03/03/23 07:50:00 PM,106.804,29.652,0.510
423,03/03/23 07:55:00 PM,106.786,29.652,0.508
424,03/03/23 08:00:00 PM,107.111,29.652,0.541
425,03/03/23 08:05:00 PM,107.093,29.652,0.539
426,03/03/23 08:10:00 PM,106.945,29.552,0.524
427,03/03/23 08:15:00 PM,106.909,29.552,0.521
428,03/03/23 08:20:00 PM,107.180,29.552,0.548
429,03/03/23 08:25:00 PM,107.108,29.552,0.540
430,03/03/23 08:30:00 PM,106.927,29.552,0.522
431,03/03/23 08:35:00 PM,107.342,29.552,0.564
432,03/03/23 08:40:00 PM,107.324,29.552,0.562
433,03/03/23 08:45:00 PM,107.393,29.452,0.569
434,03/03/23 08:50:00 PM,107.628,29.452,0.592
435,03/03/23 08:55:00 PM,107.466,29.452,0.576
436,03/03/23 09:00:00 PM,107.664,29.452,0.596
437,03/03/23 09:05:00 PM,107.429,29.452,0.572
438,03/03/23 09:10:00 PM,107.754,29.452,0.605
439,03/03/23 09:15:00 PM,108.043,29.452,0.634
440,03/03/23 09:20:00 PM,108.115,29.452,0.641
441,03/03/23 09:25:00 PM,107.700,29.452,0.599
442,03/03/23 09:30:00 PM,107.878,29.352,0.617
443,03/03/23 09:35:00 PM,107.932,29.352,0.622
444,03/03/23 09:40:00 PM,108.112,29.352,0.640
445,03/03/23 09:45:00 PM,108.130,29.352,0.642
446,03/03/23 09:50:00 PM,108.094,29.352,0.639
447,03/03/23 09:55:00 PM,108.076,29.352,0.637
448,03/03/23 10:00:00 PM,108.094,29.352,0.639
449,03/03/23 10:05:00 PM,108.094,29.352,0.639
450,03/03/23 10:10:00 PM,108.040,29.352,0.633
451,03/03/23 10:15:00 PM,108.022,29.352,0.631
452,03/03/23 10:20:00 PM,108.257,29.352,0.655
453,03/03/23 10:25:00 PM,108.311,29.352,0.660
454,03/03/23 10:30:00 PM,108.257,29.352,0.655
455,03/03/23 10:35:00 PM,108.275,29.352,0.657
456,03/03/23 10:40:00 PM,108.401,29.352,0.669
457,03/03/23 10:45:00 PM,108.293,29.352,0.658
458,03/03/23 10:50:00 PM,108.455,29.352,0.675
459,03/03/23 10:55:00 PM,108.437,29.352,0.673
460,03/03/23 11:00:00 PM,108.726,29.352,0.701
461,03/03/23 11:05:00 PM,108.546,29.352,0.684
462,03/03/23 11:10:00 PM,108.636,29.352,0.693
463,03/03/23 11:15:00 PM,108.997,29.352,0.728
464,03/03/23 11:20:00 PM,108.506,29.252,0.680
465,03/03/23 11:25:00 PM,108.506,29.252,0.680
466,03/03/23 11:30:00 PM,108.795,29.252,0.708
467,03/03/23 11:35:00 PM,109.066,29.252,0.735
468,03/03/23 11:40:00 PM,108.524,29.252,0.681
469,03/03/23 11:45:00 PM,108.795,29.252,0.708
470,03/03/23 11:50:00 PM,108.741,29.252,0.703
471,03/03/23 11:55:00 PM,108.615,29.252,0.690
472,03/04/23 12:00:00 AM,109.208,29.152,0.749
473,03/04/23 12:05:00 AM,108.955,29.152,0.724
474,03/04/23 12:10:00 AM,108.648,29.152,0.694
