"Plot Title: Depth_872_LowSGD"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810872, SEN S/N: 20810872)","Temp, °C (LGR S/N: 20810872, SEN S/N: 20810872)","Water Level, meters (LGR S/N: 20810872)"
68,03/02/23 02:45:00 PM,106.604,30.760,0.513
69,03/02/23 02:50:00 PM,106.523,30.760,0.505
70,03/02/23 02:55:00 PM,106.733,30.760,0.526
71,03/02/23 03:00:00 PM,106.542,30.862,0.507
72,03/02/23 03:05:00 PM,106.784,30.862,0.531
73,03/02/23 03:10:00 PM,106.461,30.862,0.499
74,03/02/23 03:15:00 PM,106.606,30.862,0.513
75,03/02/23 03:20:00 PM,106.153,30.862,0.468
76,03/02/23 03:25:00 PM,106.037,30.760,0.456
77,03/02/23 03:30:00 PM,106.056,30.862,0.458
78,03/02/23 03:35:00 PM,106.040,30.862,0.457
79,03/02/23 03:40:00 PM,106.153,30.862,0.468
80,03/02/23 03:45:00 PM,106.024,30.862,0.455
81,03/02/23 03:50:00 PM,105.975,30.862,0.450
82,03/02/23 03:55:00 PM,105.814,30.862,0.434
83,03/02/23 04:00:00 PM,105.830,30.862,0.436
84,03/02/23 04:05:00 PM,105.943,30.862,0.447
85,03/02/23 04:10:00 PM,105.700,30.862,0.423
86,03/02/23 04:15:00 PM,105.668,30.862,0.420
87,03/02/23 04:20:00 PM,105.943,30.862,0.447
88,03/02/23 04:25:00 PM,105.248,30.862,0.378
89,03/02/23 04:30:00 PM,105.619,30.862,0.415
90,03/02/23 04:35:00 PM,105.571,30.862,0.410
91,03/02/23 04:40:00 PM,105.717,30.862,0.425
92,03/02/23 04:45:00 PM,105.684,30.862,0.421
93,03/02/23 04:50:00 PM,105.781,30.862,0.431
94,03/02/23 04:55:00 PM,105.571,30.862,0.410
95,03/02/23 05:00:00 PM,105.458,30.862,0.399
96,03/02/23 05:05:00 PM,105.345,30.862,0.388
97,03/02/23 05:10:00 PM,105.520,30.760,0.405
98,03/02/23 05:15:00 PM,105.293,30.760,0.382
99,03/02/23 05:20:00 PM,105.811,30.760,0.434
100,03/02/23 05:25:00 PM,105.633,30.760,0.416
101,03/02/23 05:30:00 PM,105.439,30.760,0.397
102,03/02/23 05:35:00 PM,105.504,30.760,0.403
103,03/02/23 05:40:00 PM,105.779,30.760,0.431
104,03/02/23 05:45:00 PM,105.404,30.659,0.393
105,03/02/23 05:50:00 PM,105.549,30.659,0.408
106,03/02/23 05:55:00 PM,105.469,30.659,0.400
107,03/02/23 06:00:00 PM,105.646,30.659,0.418
108,03/02/23 06:05:00 PM,105.595,30.558,0.412
109,03/02/23 06:10:00 PM,105.256,30.558,0.379
110,03/02/23 06:15:00 PM,105.660,30.558,0.419
111,03/02/23 06:20:00 PM,105.353,30.558,0.388
112,03/02/23 06:25:00 PM,105.318,30.457,0.385
113,03/02/23 06:30:00 PM,105.657,30.457,0.419
114,03/02/23 06:35:00 PM,105.188,30.457,0.372
115,03/02/23 06:40:00 PM,105.544,30.457,0.407
116,03/02/23 06:45:00 PM,105.334,30.457,0.386
117,03/02/23 06:50:00 PM,105.525,30.356,0.405
118,03/02/23 06:55:00 PM,105.444,30.356,0.397
119,03/02/23 07:00:00 PM,105.574,30.356,0.410
120,03/02/23 07:05:00 PM,105.735,30.356,0.426
121,03/02/23 07:10:00 PM,105.574,30.356,0.410
122,03/02/23 07:15:00 PM,105.474,30.255,0.400
123,03/02/23 07:20:00 PM,105.765,30.255,0.429
124,03/02/23 07:25:00 PM,105.377,30.255,0.391
125,03/02/23 07:30:00 PM,105.781,30.255,0.431
126,03/02/23 07:35:00 PM,105.684,30.255,0.421
127,03/02/23 07:40:00 PM,105.587,30.255,0.412
128,03/02/23 07:45:00 PM,106.037,30.154,0.456
129,03/02/23 07:50:00 PM,105.892,30.154,0.442
130,03/02/23 07:55:00 PM,106.151,30.154,0.468
131,03/02/23 08:00:00 PM,105.811,30.154,0.434
132,03/02/23 08:05:00 PM,106.037,30.154,0.456
133,03/02/23 08:10:00 PM,105.924,30.154,0.445
134,03/02/23 08:15:00 PM,106.002,30.054,0.453
135,03/02/23 08:20:00 PM,106.018,30.054,0.455
136,03/02/23 08:25:00 PM,106.293,30.054,0.482
137,03/02/23 08:30:00 PM,105.954,30.054,0.448
138,03/02/23 08:35:00 PM,106.293,30.054,0.482
139,03/02/23 08:40:00 PM,106.698,30.054,0.522
140,03/02/23 08:45:00 PM,106.242,29.953,0.477
141,03/02/23 08:50:00 PM,105.886,29.953,0.441
142,03/02/23 08:55:00 PM,106.404,29.953,0.493
143,03/02/23 09:00:00 PM,106.339,29.953,0.486
144,03/02/23 09:05:00 PM,106.258,29.953,0.478
145,03/02/23 09:10:00 PM,106.517,29.953,0.504
146,03/02/23 09:15:00 PM,106.272,29.853,0.480
147,03/02/23 09:20:00 PM,107.000,29.853,0.552
148,03/02/23 09:25:00 PM,106.579,29.853,0.510
149,03/02/23 09:30:00 PM,106.725,29.853,0.525
150,03/02/23 09:35:00 PM,106.676,29.853,0.520
151,03/02/23 09:40:00 PM,106.725,29.853,0.525
152,03/02/23 09:45:00 PM,107.049,29.853,0.557
153,03/02/23 09:50:00 PM,106.690,29.752,0.521
154,03/02/23 09:55:00 PM,106.625,29.752,0.515
155,03/02/23 10:00:00 PM,106.625,29.752,0.515
156,03/02/23 10:05:00 PM,106.965,29.752,0.549
157,03/02/23 10:10:00 PM,106.787,29.752,0.531
158,03/02/23 10:15:00 PM,106.625,29.752,0.515
159,03/02/23 10:20:00 PM,106.817,29.652,0.534
160,03/02/23 10:25:00 PM,107.383,29.652,0.590
161,03/02/23 10:30:00 PM,106.946,29.652,0.547
162,03/02/23 10:35:00 PM,107.059,29.652,0.558
163,03/02/23 10:40:00 PM,107.186,29.552,0.571
164,03/02/23 10:45:00 PM,107.122,29.552,0.564
165,03/02/23 10:50:00 PM,106.960,29.552,0.548
166,03/02/23 10:55:00 PM,107.300,29.552,0.582
167,03/02/23 11:00:00 PM,107.267,29.552,0.579
168,03/02/23 11:05:00 PM,107.054,29.452,0.558
169,03/02/23 11:10:00 PM,107.119,29.452,0.564
170,03/02/23 11:15:00 PM,107.038,29.452,0.556
171,03/02/23 11:20:00 PM,106.925,29.452,0.545
172,03/02/23 11:25:00 PM,107.248,29.452,0.577
173,03/02/23 11:30:00 PM,106.844,29.452,0.537
174,03/02/23 11:35:00 PM,106.941,29.452,0.546
175,03/02/23 11:40:00 PM,107.375,29.352,0.590
176,03/02/23 11:45:00 PM,106.776,29.352,0.530
177,03/02/23 11:50:00 PM,107.521,29.352,0.604
178,03/02/23 11:55:00 PM,107.505,29.352,0.602
179,03/03/23 12:00:00 AM,107.229,29.352,0.575
180,03/03/23 12:05:00 AM,106.744,29.352,0.527
181,03/03/23 12:10:00 AM,107.213,29.352,0.573
182,03/03/23 12:15:00 AM,107.178,29.252,0.570
183,03/03/23 12:20:00 AM,107.372,29.252,0.589
184,03/03/23 12:25:00 AM,107.178,29.252,0.570
185,03/03/23 12:30:00 AM,107.340,29.252,0.586
186,03/03/23 12:35:00 AM,107.146,29.252,0.567
187,03/03/23 12:40:00 AM,107.146,29.252,0.567
188,03/03/23 12:45:00 AM,107.208,29.152,0.573
189,03/03/23 12:50:00 AM,107.046,29.152,0.557
190,03/03/23 12:55:00 AM,106.755,29.152,0.528
191,03/03/23 01:00:00 AM,106.739,29.152,0.526
192,03/03/23 01:05:00 AM,107.046,29.152,0.557
193,03/03/23 01:10:00 AM,106.930,29.053,0.545
194,03/03/23 01:15:00 AM,107.060,29.053,0.558
195,03/03/23 01:20:00 AM,106.914,29.053,0.544
196,03/03/23 01:25:00 AM,106.736,29.053,0.526
197,03/03/23 01:30:00 AM,106.768,29.053,0.529
198,03/03/23 01:35:00 AM,106.636,28.953,0.516
199,03/03/23 01:40:00 AM,106.297,28.953,0.482
200,03/03/23 01:45:00 AM,106.572,28.953,0.510
201,03/03/23 01:50:00 AM,106.491,28.953,0.502
202,03/03/23 01:55:00 AM,106.488,28.853,0.501
203,03/03/23 02:00:00 AM,106.439,28.853,0.496
204,03/03/23 02:05:00 AM,106.262,28.853,0.479
205,03/03/23 02:10:00 AM,106.213,28.853,0.474
206,03/03/23 02:15:00 AM,106.375,28.853,0.490
207,03/03/23 02:20:00 AM,106.165,28.853,0.469
208,03/03/23 02:25:00 AM,106.227,28.754,0.475
209,03/03/23 02:30:00 AM,106.356,28.754,0.488
210,03/03/23 02:35:00 AM,106.227,28.754,0.475
211,03/03/23 02:40:00 AM,105.901,28.655,0.443
212,03/03/23 02:45:00 AM,106.127,28.655,0.465
213,03/03/23 02:50:00 AM,105.852,28.655,0.438
214,03/03/23 02:55:00 AM,105.736,28.555,0.426
215,03/03/23 03:00:00 AM,105.720,28.555,0.425
216,03/03/23 03:05:00 AM,105.769,28.555,0.430
217,03/03/23 03:10:00 AM,105.688,28.555,0.422
218,03/03/23 03:15:00 AM,105.478,28.555,0.401
219,03/03/23 03:20:00 AM,105.429,28.555,0.396
220,03/03/23 03:25:00 AM,105.752,28.555,0.428
221,03/03/23 03:30:00 AM,105.542,28.555,0.407
222,03/03/23 03:35:00 AM,105.575,28.555,0.410
223,03/03/23 03:40:00 AM,105.397,28.555,0.393
224,03/03/23 03:45:00 AM,105.154,28.555,0.369
225,03/03/23 03:50:00 AM,105.397,28.555,0.393
226,03/03/23 03:55:00 AM,105.268,28.555,0.380
227,03/03/23 04:00:00 AM,105.057,28.555,0.359
228,03/03/23 04:05:00 AM,105.090,28.555,0.362
229,03/03/23 04:10:00 AM,105.154,28.555,0.369
230,03/03/23 04:15:00 AM,104.961,28.555,0.349
231,03/03/23 04:20:00 AM,105.057,28.555,0.359
232,03/03/23 04:25:00 AM,104.861,28.456,0.339
233,03/03/23 04:30:00 AM,104.909,28.456,0.344
234,03/03/23 04:35:00 AM,104.942,28.456,0.347
235,03/03/23 04:40:00 AM,104.877,28.456,0.341
236,03/03/23 04:45:00 AM,104.926,28.456,0.346
237,03/03/23 04:50:00 AM,104.893,28.456,0.343
238,03/03/23 04:55:00 AM,104.974,28.456,0.351
239,03/03/23 05:00:00 AM,105.006,28.456,0.354
240,03/03/23 05:05:00 AM,104.716,28.456,0.325
241,03/03/23 05:10:00 AM,104.926,28.456,0.346
242,03/03/23 05:15:00 AM,104.909,28.456,0.344
243,03/03/23 05:20:00 AM,104.877,28.456,0.341
244,03/03/23 05:25:00 AM,104.554,28.456,0.309
245,03/03/23 05:30:00 AM,104.667,28.456,0.320
246,03/03/23 05:35:00 AM,104.616,28.357,0.315
247,03/03/23 05:40:00 AM,104.778,28.357,0.331
248,03/03/23 05:45:00 AM,104.745,28.357,0.328
249,03/03/23 05:50:00 AM,104.891,28.357,0.342
250,03/03/23 05:55:00 AM,105.020,28.357,0.355
251,03/03/23 06:00:00 AM,104.697,28.357,0.323
252,03/03/23 06:05:00 AM,104.713,28.357,0.325
253,03/03/23 06:10:00 AM,105.004,28.357,0.354
254,03/03/23 06:15:00 AM,104.939,28.357,0.347
255,03/03/23 06:20:00 AM,104.842,28.357,0.338
256,03/03/23 06:25:00 AM,105.068,28.357,0.360
257,03/03/23 06:30:00 AM,104.842,28.357,0.338
258,03/03/23 06:35:00 AM,104.842,28.357,0.338
259,03/03/23 06:40:00 AM,104.891,28.357,0.342
260,03/03/23 06:45:00 AM,104.955,28.357,0.349
261,03/03/23 06:50:00 AM,104.858,28.357,0.339
262,03/03/23 06:55:00 AM,105.020,28.357,0.355
263,03/03/23 07:00:00 AM,105.085,28.357,0.362
264,03/03/23 07:05:00 AM,104.955,28.357,0.349
265,03/03/23 07:10:00 AM,105.068,28.357,0.360
266,03/03/23 07:15:00 AM,105.440,28.357,0.397
267,03/03/23 07:20:00 AM,105.182,28.357,0.371
268,03/03/23 07:25:00 AM,105.216,28.456,0.375
269,03/03/23 07:30:00 AM,105.394,28.456,0.392
270,03/03/23 07:35:00 AM,105.249,28.456,0.378
271,03/03/23 07:40:00 AM,105.216,28.456,0.375
272,03/03/23 07:45:00 AM,105.233,28.456,0.376
273,03/03/23 07:50:00 AM,105.510,28.555,0.404
274,03/03/23 07:55:00 AM,105.591,28.555,0.412
275,03/03/23 08:00:00 AM,105.478,28.555,0.401
276,03/03/23 08:05:00 AM,105.496,28.655,0.403
277,03/03/23 08:10:00 AM,105.626,28.655,0.416
278,03/03/23 08:15:00 AM,105.496,28.655,0.403
279,03/03/23 08:20:00 AM,105.674,28.655,0.420
280,03/03/23 08:25:00 AM,105.642,28.655,0.417
281,03/03/23 08:30:00 AM,105.739,28.655,0.427
282,03/03/23 08:35:00 AM,105.677,28.754,0.421
283,03/03/23 08:40:00 AM,106.081,28.754,0.461
284,03/03/23 08:45:00 AM,105.790,28.754,0.432
285,03/03/23 08:50:00 AM,106.178,28.754,0.470
286,03/03/23 08:55:00 AM,105.871,28.754,0.440
287,03/03/23 09:00:00 AM,106.016,28.754,0.454
288,03/03/23 09:05:00 AM,105.952,28.754,0.448
289,03/03/23 09:10:00 AM,106.000,28.754,0.453
290,03/03/23 09:15:00 AM,106.051,28.853,0.458
291,03/03/23 09:20:00 AM,106.148,28.853,0.467
292,03/03/23 09:25:00 AM,106.197,28.853,0.472
293,03/03/23 09:30:00 AM,106.278,28.853,0.480
294,03/03/23 09:35:00 AM,106.310,28.853,0.484
295,03/03/23 09:40:00 AM,106.550,28.754,0.507
296,03/03/23 09:45:00 AM,106.453,28.754,0.498
297,03/03/23 09:50:00 AM,106.210,28.754,0.474
298,03/03/23 09:55:00 AM,106.485,28.754,0.501
299,03/03/23 10:00:00 AM,106.520,28.853,0.504
300,03/03/23 10:05:00 AM,106.213,28.853,0.474
301,03/03/23 10:10:00 AM,106.504,28.853,0.503
302,03/03/23 10:15:00 AM,106.326,28.853,0.485
303,03/03/23 10:20:00 AM,106.474,28.953,0.500
304,03/03/23 10:25:00 AM,106.636,28.953,0.516
305,03/03/23 10:30:00 AM,106.526,29.053,0.505
306,03/03/23 10:35:00 AM,106.752,29.053,0.528
307,03/03/23 10:40:00 AM,106.590,29.053,0.511
308,03/03/23 10:45:00 AM,106.739,29.152,0.526
309,03/03/23 10:50:00 AM,106.561,29.152,0.509
310,03/03/23 10:55:00 AM,106.415,29.152,0.494
311,03/03/23 11:00:00 AM,106.596,29.252,0.512
312,03/03/23 11:05:00 AM,106.871,29.252,0.539
313,03/03/23 11:10:00 AM,106.935,29.252,0.546
314,03/03/23 11:15:00 AM,106.679,29.352,0.520
315,03/03/23 11:20:00 AM,106.744,29.352,0.527
316,03/03/23 11:25:00 AM,106.792,29.352,0.532
317,03/03/23 11:30:00 AM,106.860,29.452,0.538
318,03/03/23 11:35:00 AM,106.973,29.452,0.550
319,03/03/23 11:40:00 AM,106.714,29.452,0.524
320,03/03/23 11:45:00 AM,106.730,29.452,0.525
321,03/03/23 11:50:00 AM,106.957,29.452,0.548
322,03/03/23 11:55:00 AM,107.038,29.452,0.556
323,03/03/23 12:00:00 PM,107.507,29.452,0.603
324,03/03/23 12:05:00 PM,106.989,29.452,0.551
325,03/03/23 12:10:00 PM,106.925,29.452,0.545
326,03/03/23 12:15:00 PM,107.103,29.452,0.562
327,03/03/23 12:20:00 PM,106.779,29.452,0.530
328,03/03/23 12:25:00 PM,106.876,29.452,0.540
329,03/03/23 12:30:00 PM,106.922,29.352,0.544
330,03/03/23 12:35:00 PM,107.149,29.352,0.567
331,03/03/23 12:40:00 PM,107.149,29.352,0.567
332,03/03/23 12:45:00 PM,106.873,29.352,0.540
333,03/03/23 12:50:00 PM,106.841,29.352,0.536
334,03/03/23 12:55:00 PM,107.229,29.352,0.575
335,03/03/23 01:00:00 PM,106.792,29.352,0.532
336,03/03/23 01:05:00 PM,107.006,29.452,0.553
337,03/03/23 01:10:00 PM,106.989,29.452,0.551
338,03/03/23 01:15:00 PM,107.070,29.452,0.559
339,03/03/23 01:20:00 PM,107.202,29.552,0.572
340,03/03/23 01:25:00 PM,107.170,29.552,0.569
341,03/03/23 01:30:00 PM,106.801,29.652,0.532
342,03/03/23 01:35:00 PM,106.671,29.652,0.520
343,03/03/23 01:40:00 PM,106.736,29.652,0.526
344,03/03/23 01:45:00 PM,106.690,29.752,0.521
345,03/03/23 01:50:00 PM,106.560,29.752,0.508
346,03/03/23 01:55:00 PM,106.531,29.853,0.506
347,03/03/23 02:00:00 PM,106.647,29.953,0.517
348,03/03/23 02:05:00 PM,106.258,29.953,0.478
349,03/03/23 02:10:00 PM,106.582,29.953,0.511
350,03/03/23 02:15:00 PM,106.520,30.054,0.504
351,03/03/23 02:20:00 PM,106.391,30.054,0.492
352,03/03/23 02:25:00 PM,106.196,30.054,0.472
353,03/03/23 02:30:00 PM,106.018,30.054,0.455
354,03/03/23 02:35:00 PM,106.113,29.953,0.464
355,03/03/23 02:40:00 PM,106.161,29.953,0.469
356,03/03/23 02:45:00 PM,106.000,29.953,0.453
357,03/03/23 02:50:00 PM,105.824,30.054,0.435
358,03/03/23 02:55:00 PM,105.970,30.054,0.450
359,03/03/23 03:00:00 PM,105.905,30.054,0.443
360,03/03/23 03:05:00 PM,105.811,30.154,0.434
361,03/03/23 03:10:00 PM,105.989,30.154,0.452
362,03/03/23 03:15:00 PM,106.169,30.255,0.470
363,03/03/23 03:20:00 PM,105.620,30.255,0.415
364,03/03/23 03:25:00 PM,105.620,30.255,0.415
365,03/03/23 03:30:00 PM,105.474,30.255,0.400
366,03/03/23 03:35:00 PM,105.409,30.255,0.394
367,03/03/23 03:40:00 PM,105.574,30.356,0.410
368,03/03/23 03:45:00 PM,105.638,30.356,0.417
369,03/03/23 03:50:00 PM,105.396,30.356,0.393
370,03/03/23 03:55:00 PM,105.121,30.356,0.365
371,03/03/23 04:00:00 PM,105.363,30.356,0.389
372,03/03/23 04:05:00 PM,105.089,30.356,0.362
373,03/03/23 04:10:00 PM,105.056,30.356,0.359
374,03/03/23 04:15:00 PM,104.992,30.356,0.352
375,03/03/23 04:20:00 PM,104.959,30.356,0.349
376,03/03/23 04:25:00 PM,104.930,30.457,0.346
377,03/03/23 04:30:00 PM,104.817,30.457,0.335
378,03/03/23 04:35:00 PM,104.930,30.457,0.346
379,03/03/23 04:40:00 PM,104.768,30.457,0.330
380,03/03/23 04:45:00 PM,104.655,30.457,0.319
381,03/03/23 04:50:00 PM,104.539,30.356,0.307
382,03/03/23 04:55:00 PM,104.701,30.356,0.324
383,03/03/23 05:00:00 PM,104.668,30.356,0.320
384,03/03/23 05:05:00 PM,104.555,30.356,0.309
385,03/03/23 05:10:00 PM,104.523,30.356,0.306
386,03/03/23 05:15:00 PM,104.458,30.356,0.299
387,03/03/23 05:20:00 PM,104.345,30.356,0.288
388,03/03/23 05:25:00 PM,104.507,30.356,0.304
389,03/03/23 05:30:00 PM,104.585,30.255,0.312
390,03/03/23 05:35:00 PM,104.666,30.255,0.320
391,03/03/23 05:40:00 PM,104.453,30.154,0.299
392,03/03/23 05:45:00 PM,104.294,30.255,0.283
393,03/03/23 05:50:00 PM,104.534,30.154,0.307
394,03/03/23 05:55:00 PM,104.405,30.154,0.294
395,03/03/23 06:00:00 PM,104.389,30.154,0.292
396,03/03/23 06:05:00 PM,104.467,30.054,0.300
397,03/03/23 06:10:00 PM,104.386,30.054,0.292
398,03/03/23 06:15:00 PM,104.709,30.054,0.324
399,03/03/23 06:20:00 PM,104.531,30.054,0.307
400,03/03/23 06:25:00 PM,104.626,29.953,0.316
401,03/03/23 06:30:00 PM,104.593,29.953,0.313
402,03/03/23 06:35:00 PM,104.787,29.953,0.332
403,03/03/23 06:40:00 PM,104.496,29.953,0.303
404,03/03/23 06:45:00 PM,104.480,29.953,0.302
405,03/03/23 06:50:00 PM,104.591,29.853,0.313
406,03/03/23 06:55:00 PM,105.011,29.853,0.354
407,03/03/23 07:00:00 PM,104.591,29.853,0.313
408,03/03/23 07:05:00 PM,104.801,29.853,0.333
409,03/03/23 07:10:00 PM,104.817,29.853,0.335
410,03/03/23 07:15:00 PM,104.639,29.853,0.317
411,03/03/23 07:20:00 PM,104.671,29.853,0.321
412,03/03/23 07:25:00 PM,104.798,29.752,0.333
413,03/03/23 07:30:00 PM,104.927,29.752,0.346
414,03/03/23 07:35:00 PM,104.992,29.752,0.352
415,03/03/23 07:40:00 PM,105.024,29.752,0.356
416,03/03/23 07:45:00 PM,105.040,29.752,0.357
417,03/03/23 07:50:00 PM,104.911,29.752,0.344
418,03/03/23 07:55:00 PM,104.863,29.752,0.340
419,03/03/23 08:00:00 PM,105.151,29.652,0.368
420,03/03/23 08:05:00 PM,105.022,29.652,0.355
421,03/03/23 08:10:00 PM,105.022,29.652,0.355
422,03/03/23 08:15:00 PM,105.022,29.652,0.355
423,03/03/23 08:20:00 PM,105.313,29.652,0.384
424,03/03/23 08:25:00 PM,105.151,29.652,0.368
425,03/03/23 08:30:00 PM,105.038,29.652,0.357
426,03/03/23 08:35:00 PM,105.523,29.652,0.405
427,03/03/23 08:40:00 PM,105.358,29.552,0.389
428,03/03/23 08:45:00 PM,105.536,29.552,0.407
429,03/03/23 08:50:00 PM,105.601,29.552,0.413
430,03/03/23 08:55:00 PM,105.455,29.552,0.399
431,03/03/23 09:00:00 PM,105.795,29.552,0.432
432,03/03/23 09:05:00 PM,105.746,29.552,0.427
433,03/03/23 09:10:00 PM,105.763,29.552,0.429
434,03/03/23 09:15:00 PM,106.070,29.552,0.460
435,03/03/23 09:20:00 PM,106.148,29.452,0.467
436,03/03/23 09:25:00 PM,105.873,29.452,0.440
437,03/03/23 09:30:00 PM,105.938,29.452,0.447
438,03/03/23 09:35:00 PM,106.002,29.452,0.453
439,03/03/23 09:40:00 PM,106.164,29.452,0.469
440,03/03/23 09:45:00 PM,106.035,29.452,0.456
441,03/03/23 09:50:00 PM,106.277,29.452,0.480
442,03/03/23 09:55:00 PM,106.083,29.452,0.461
443,03/03/23 10:00:00 PM,106.148,29.452,0.467
444,03/03/23 10:05:00 PM,106.229,29.452,0.476
445,03/03/23 10:10:00 PM,106.197,29.452,0.472
446,03/03/23 10:15:00 PM,106.261,29.452,0.479
447,03/03/23 10:20:00 PM,106.423,29.452,0.495
448,03/03/23 10:25:00 PM,106.358,29.452,0.488
449,03/03/23 10:30:00 PM,106.342,29.452,0.487
450,03/03/23 10:35:00 PM,106.245,29.452,0.477
451,03/03/23 10:40:00 PM,106.375,29.452,0.490
452,03/03/23 10:45:00 PM,106.455,29.452,0.498
453,03/03/23 10:50:00 PM,106.552,29.452,0.508
454,03/03/23 10:55:00 PM,106.504,29.452,0.503
455,03/03/23 11:00:00 PM,106.844,29.452,0.537
456,03/03/23 11:05:00 PM,106.809,29.352,0.533
457,03/03/23 11:10:00 PM,106.890,29.352,0.541
458,03/03/23 11:15:00 PM,107.084,29.352,0.561
459,03/03/23 11:20:00 PM,106.663,29.352,0.519
460,03/03/23 11:25:00 PM,106.663,29.352,0.519
461,03/03/23 11:30:00 PM,106.809,29.352,0.533
462,03/03/23 11:35:00 PM,107.084,29.352,0.561
463,03/03/23 11:40:00 PM,106.857,29.352,0.538
464,03/03/23 11:45:00 PM,106.741,29.252,0.526
465,03/03/23 11:50:00 PM,106.774,29.252,0.530
466,03/03/23 11:55:00 PM,106.838,29.252,0.536
467,03/04/23 12:00:00 AM,107.405,29.252,0.593
468,03/04/23 12:05:00 AM,106.968,29.252,0.549
469,03/04/23 12:10:00 AM,106.628,29.252,0.515
470,03/04/23 12:15:00 AM,106.822,29.252,0.535
471,03/04/23 12:20:00 AM,107.000,29.252,0.552
472,03/04/23 12:25:00 AM,107.146,29.252,0.567
473,03/04/23 12:30:00 AM,107.130,29.252,0.565
474,03/04/23 12:35:00 AM,106.725,29.252,0.525
