Date,start_time,stop_time,SampleID,FileID,run_block,AT,ET,chamber_channel,BLANK,light_dark,Notes,rerun?,temp
3/27/2023,13:39,14:04,B7_L,B7_LOW_CH4_RUN4_DARK_O2.csv,RUN4,LOW,LOW,4,,DARK,,,
3/27/2023,13:39,14:04,B8_H,B8_HIGH_CH5_RUN4_DARK_O2.csv,RUN4,LOW,HIGH,5,,DARK,,,
3/27/2023,13:39,14:04,A7_L,A7_LOW_CH6_RUN4_DARK_O2.csv,RUN4,HIGH,LOW,6,,DARK,seal broken at 13:49-13:53,,
3/27/2023,13:39,14:04,A8_H,A8_HIGH_CH7_RUN4_DARK_O2.csv,RUN4,HIGH,HIGH,7,,DARK,seal started getting loose at 13:51 and fixed at 13:59,,
3/27/2023,13:39,14:04,BLANK_4_DARK,BLANK_CH8_RUN4_DARK_O2.csv,RUN4,BLANK,BLANK,8,1,DARK,,,
3/27/2023,13:39,14:04,B7_H,B7_HIGH_CH9_RUN4_DARK_O2.csv,RUN4,LOW,HIGH,9,,DARK,,,
3/27/2023,17:39,18:41,A9_L,A9_LOW_CH1_RUN5_O2.csv,RUN5,HIGH,LOW,1,,LIGHT,fixed seal at 18:09,,
3/27/2023,17:39,18:41,BLANK_5_LIGHT,BLANK_CH2_RUN5_O2.csv,RUN5,BLANK,BLANK,2,1,LIGHT,,,
3/27/2023,17:39,18:41,B10_L,B10_LOW_CH3_RUN5_O2.csv,RUN5,LOW,LOW,3,,LIGHT,fixed seal at 18:08,,
3/27/2023,17:39,18:41,A10_H,A10_HIGH_CH4_RUN5_O2.csv,RUN5,HIGH,HIGH,4,,LIGHT,,,
3/27/2023,17:39,18:41,B9_L,B9_LOW_CH5_RUN5_O2.csv,RUN5,LOW,LOW,5,,LIGHT,saw two bubbles in chamber at 17:59. had to lift seal partially to get bubbles out and then resealed,,
3/27/2023,17:39,18:41,A9_H,A9_HIGH_CH6_RUN5_O2.csv,RUN5,HIGH,HIGH,6,,LIGHT,,,
3/27/2023,17:39,18:41,B9_H,B9_HIGH_CH7_RUN5_O2.csv,RUN5,LOW,HIGH,7,,LIGHT,added clay to unsealing sides at 17:52,,
3/27/2023,17:39,18:41,B3_H,B3_HIGH_CH9_RUN5_O2.csv,RUN5,LOW,HIGH,9,,LIGHT,,,
3/27/2023,19:34,19:58,A9_L,A9_LOW_CH1_RUN5_DARK_O2.csv,RUN5,HIGH,LOW,1,,DARK,,,
3/27/2023,20:06,20:26,BLANK_5_DARK,BLANK_CH2_RUN5_DARK_O2.csv,RUN5,BLANK,BLANK,2,1,DARK,OG start 19:34,,
3/27/2023,19:34,20:26,B10_L,B10_LOW_CH3_RUN5_DARK_O2.csv,RUN5,LOW,LOW,3,,DARK,fixed seal at 19:54,,
3/27/2023,20:06,20:26,A10_H,A10_HIGH_CH4_RUN5_DARK_O2.csv,RUN5,HIGH,HIGH,4,,DARK,seal broken and attempted fix st 19:47 actually fixec at 19:50; maybe actually fixed at 19:57,,
3/27/2023,19:34,19:58,B9_L,B9_LOW_CH5_RUN5_DARK_O2.csv,RUN5,LOW,LOW,5,,DARK,,,
3/27/2023,20:06,20:26,A9_H,A9_HIGH_CH6_RUN5_DARK_O2.csv,RUN5,HIGH,HIGH,6,,DARK,fixed seal at 19:46,,
3/27/2023,19:34,19:58,B9_H,B9_HIGH_CH7_RUN5_DARK_O2.csv,RUN5,LOW,HIGH,7,,DARK,,,
3/27/2023,19:34,19:58,B3_H,B3_HIGH_CH9_RUN5_DARK_O2.csv,RUN5,LOW,HIGH,9,,DARK,,,
3/28/2023,14:29,15:39,B2_H,B2_HIGH_CH1_RUN6_O2.csv,RUN6,LOW,HIGH,1,,LIGHT,,,
3/28/2023,14:29,15:39,B1_L,B1_LOW_CH2_RUN6_O2.csv,RUN6,LOW,LOW,2,,LIGHT,fixed seal at 14:43;seal broken from 14:51-14:57,,
3/28/2023,14:29,15:39,B1_H,B1_HIGH_CH3_RUN6_O2.csv,RUN6,LOW,HIGH,3,,LIGHT,fixed seal at 14:43 and 14:46,,
3/28/2023,14:29,15:39,A2_H,A2_HIGH_CH4_RUN6_O2.csv,RUN6,HIGH,HIGH,4,,LIGHT,,,
3/28/2023,14:29,15:39,A1_L,A1_LOW_CH5_RUN6_O2.csv,RUN6,HIGH,LOW,5,,LIGHT,,,
3/28/2023,14:29,15:39,BLANK_6_LIGHT,BLANK_CH6_RUN6_O2.csv,RUN6,BLANK,BLANK,6,1,LIGHT,,,
3/28/2023,14:29,15:39,B2_L,B2_LOW_CH7_RUN6_O2.csv,RUN6,LOW,LOW,7,,LIGHT,removed due to light malfuction,,
3/28/2023,14:29,15:39,A1_H,A1_HIGH_CH8_RUN6_O2.csv,RUN6,HIGH,HIGH,8,,LIGHT,,,
3/28/2023,14:29,15:39,A2_L,A2_LOW_CH9_RUN6_O2.csv,RUN6,HIGH,LOW,9,,LIGHT,,,
3/28/2023,16:39,16:59,B12_H,B2_HIGH_CH1_RUN6_DARK_O2.csv,RUN6,LOW,HIGH,1,,DARK,,,
3/28/2023,16:39,16:59,B11_L,B1_LOW_CH2_RUN6_DARK_O2.csv,RUN6,LOW,LOW,2,,DARK,,,
3/28/2023,16:39,16:59,B11_H,B1_HIGH_CH3_RUN6_DARK_O2.csv,RUN6,LOW,HIGH,3,,DARK,,,
3/28/2023,16:39,16:59,A12_H,A2_HIGH_CH4_RUN6_DARK_O2.csv,RUN6,HIGH,HIGH,4,,DARK,,,
3/28/2023,16:39,16:59,A11_L,A1_LOW_CH5_RUN6_DARK_O2.csv,RUN6,HIGH,LOW,5,,DARK,,,
3/28/2023,16:39,16:59,BLANK_6_DARK,BLANK_CH6_RUN6_DARK_O2.csv,RUN6,BLANK,BLANK,6,1,DARK,,,
3/28/2023,16:39,16:59,B12_L,B2_LOW_CH7_RUN6_DARK_O2.csv,RUN6,LOW,LOW,7,,DARK,removed due to light malfuction,,
3/28/2023,16:39,16:59,A11_H,A1_HIGH_CH8_RUN6_DARK_O2.csv,RUN6,HIGH,HIGH,8,,DARK,,,
3/28/2023,16:39,16:59,A12_L,A2_LOW_CH9_RUN6_DARK_O2.csv,RUN6,HIGH,LOW,9,,DARK,,,
